"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"mbzuai-oryx/Agent-X","https://github.com/mbzuai-oryx/Agent-X","https://github.com/mbzuai-oryx/Agent-X.git","main","ICLR 2026: Agent-X Evaluating Deep Multimodal Reasoning in Vision-Centric Agentic Tasks","lagent","42","4","Jupyter Notebook","agentic-ai,benchmarking,foundation-models,llms-benchmarking,reasoning,vfm,vision","4","219243","2025-06-01T16:46:21Z","2026-05-15T04:02:44Z","2026-04-28T22:04:45Z","","331","7","255","23.11"
"sands-lab/FOCUS","https://github.com/sands-lab/FOCUS","https://github.com/sands-lab/FOCUS.git","main","[ICML 2026] Official implementation of ""FOCUS: DLLMs Know How to Tame Their Compute Bound"".","lagent","15","1","Python","","0","15748","2026-01-29T13:33:52Z","2026-05-28T17:52:32Z","2026-05-05T21:44:23Z","Apache-2.0","96","131","1732","541.25"
"Jize-W/RouteMoA","https://github.com/Jize-W/RouteMoA","https://github.com/Jize-W/RouteMoA.git","main","[ACL 2026] RouteMoA: Dynamic Routing without Pre-Inference Boosts Efficient Mixture-of-Agents","lagent","11","1","Python","","1","4633","2026-04-08T06:53:57Z","2026-06-05T11:13:37Z","2026-05-24T07:53:29Z","Apache-2.0","46","4","12","7.83"
"wenhaochai/aurora","https://github.com/wenhaochai/aurora","https://github.com/wenhaochai/aurora.git","main","[ICLR 2025] AuroraCap: Efficient, Performant Video Detailed Captioning and a New Benchmark","lagent","144","6","Python","benchmark,computer-vision,deploy,llm,multimodal-large-language-models,transformers,video-understanding","6","26558","2024-09-05T03:59:38Z","2026-06-08T03:53:24Z","2025-06-04T20:07:30Z","Apache-2.0","272","6","60","6.62"
"InternLM/lmdeploy","https://github.com/InternLM/lmdeploy","https://github.com/InternLM/lmdeploy.git","main","LMDeploy is a toolkit for compressing, deploying, and serving LLMs.","lagent","7895","702","Python","codellama,cuda-kernels,deepspeed,fastertransformer,internlm,llama,llama2,llama3,llm,llm-inference,turbomind","594","13360","2023-06-15T12:38:06Z","2026-06-13T15:58:54Z","2026-06-11T10:02:47Z","Apache-2.0","1091","139","1929","53.04"
"uni-medical/SlideChat","https://github.com/uni-medical/SlideChat","https://github.com/uni-medical/SlideChat.git","main","SlideChat: A Large Vision-Language Assistant for Whole-Slide Pathology Image Understanding","lagent","120","11","Python","","2","18525","2025-03-19T04:11:51Z","2026-06-09T10:52:33Z","2026-04-02T12:40:13Z","Apache-2.0","379","3","56","4.43"
"haohervchb/GooseLLM","https://github.com/haohervchb/GooseLLM","https://github.com/haohervchb/GooseLLM.git","main","1CatV2 with TileLANG written FA-v100 and many goodies","lagent","14","3","Python","","6","96964","2026-03-31T02:43:28Z","2026-06-11T04:22:40Z","2026-06-11T04:22:25Z","Apache-2.0","72","6","189","78.75"
"NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent.git","main","The agent that grows with you","honcho","192737","33635","Python","ai,ai-agent,ai-agents,anthropic,chatgpt,claude,claude-code,clawdbot,codex,hermes,hermes-agent,llm,moltbot,nous-research,openai,openclaw","20299","333111","2025-07-22T22:22:28Z","2026-06-13T22:56:04Z","2026-06-13T22:48:33Z","MIT","326","1534","11623","1069.6"
"nickstenning/honcho","https://github.com/nickstenning/honcho","https://github.com/nickstenning/honcho.git","main","Honcho: a python clone of Foreman. For managing Procfile-based applications.","honcho","1707","148","Python","devtools,operations,python","25","414","2012-03-13T13:44:30Z","2026-06-09T05:19:16Z","2025-06-03T17:22:10Z","MIT","4830","49","417","2.59"
"AxDSan/mnemosyne","https://github.com/AxDSan/mnemosyne","https://github.com/AxDSan/mnemosyne.git","main","The Zero-Dependency, Sub-Millisecond AI Memory System for Hermes Agents and Everyone Else!","honcho","1112","105","Python","agents,ai,hermes,hermes-agent,ml,nousresearch","2","3547","2026-04-05T14:59:04Z","2026-06-13T22:36:46Z","2026-06-13T21:45:46Z","MIT","69","40","696","302.61"
"x402agent/solana-clawd","https://github.com/x402agent/solana-clawd","https://github.com/x402agent/solana-clawd.git","newnew","AI will not become truly useful at global scale until actions become verifiable. Clawd turns AI from probabilistic speech into attestable machine labor.","honcho","23","18","TypeScript","","3","1361240","2026-03-31T17:16:21Z","2026-06-10T15:16:11Z","2026-06-03T20:44:38Z","MIT","64","4","864","405.0"
"peteromallet/Arnold","https://github.com/peteromallet/Arnold","https://github.com/peteromallet/Arnold.git","main","General-purpose planning and execution harness for LLMs — structured phases, critique, gating, and review","honcho","83","6","Python","","3","71153","2026-03-20T01:51:24Z","2026-06-10T00:42:04Z","2026-06-13T08:49:06Z","NOASSERTION","85","143","3370","1189.41"
"nativ3ai/hermes-agent-camel","https://github.com/nativ3ai/hermes-agent-camel","https://github.com/nativ3ai/hermes-agent-camel.git","main","Hermes Agent fork with integrated CaMeL trust boundaries","honcho","189","20","Python","","1","69522","2026-03-18T22:40:31Z","2026-06-12T00:19:13Z","2026-05-07T20:30:11Z","MIT","49","796","6979","4272.86"
"aivrar/portable-hermes-agent","https://github.com/aivrar/portable-hermes-agent","https://github.com/aivrar/portable-hermes-agent.git","main","Hermes Agent made portable desktop for Windows — 100 tools, GUI, local models via LM Studio, TTS, Music, ComfyUI, workflows, tool maker. No install. No Docker. No admin rights.","honcho","167","35","Python","ai,ai-agents,desktop-app,hermes,hermes-agent,lm-studio,local-ai,music-generation,no-docker,no-install,portable,tool-making,windows,workflow-automation","1","18152","2026-03-15T23:31:44Z","2026-06-13T13:57:06Z","2026-05-22T03:35:25Z","MIT","67","148","2948","1320.0"
"Devsoul2026/Hermes-One-Click","https://github.com/Devsoul2026/Hermes-One-Click","https://github.com/Devsoul2026/Hermes-One-Click.git","main","Hermes One-Click: Windows desktop client for Hermes — one-click setup, Tauri + embedded Python. Build from source with clear docs.","honcho","143","27","Python","","1","137530","2026-04-20T23:52:41Z","2026-06-13T06:40:09Z","2026-06-07T04:38:27Z","MIT","47","3","13","8.3"
"edmundmiller/dotfiles","https://github.com/edmundmiller/dotfiles","https://github.com/edmundmiller/dotfiles.git","main","For keeping all my Dotfiles update to date","honcho","62","6","DIGITAL Command Language","dotfiles,emacs,nix-dotfiles,nixos,nixos-configuration,vim,zsh","15","87585","2017-05-19T21:26:29Z","2026-06-13T17:38:04Z","2026-06-13T17:38:02Z","MIT","3311","14","5360","48.57"
"johnson7788/MultiUserClaw","https://github.com/johnson7788/MultiUserClaw","https://github.com/johnson7788/MultiUserClaw.git","main","目前OpenClaw和NanoBot都是用于个人的，不太支持多用户，基于多用户重新修改Bot，没有对Openclaw进行任何更改，原生能力封装","honcho","267","78","Python","","10","140541","2026-02-12T02:51:56Z","2026-06-13T10:11:16Z","2026-06-10T08:22:21Z","MIT","118","8","240","61.02"
"erfanzar/Xerxes-Agents","https://github.com/erfanzar/Xerxes-Agents","https://github.com/erfanzar/Xerxes-Agents.git","main","Agents for intelligence and coordination","honcho","23","1","Python","easydel","0","14298","2024-01-15T18:16:16Z","2026-06-09T00:34:25Z","2026-05-16T21:45:16Z","Apache-2.0","852","2","185","6.51"
"fetchai/innovation-lab-examples","https://github.com/fetchai/innovation-lab-examples","https://github.com/fetchai/innovation-lab-examples.git","main","A curated collection of comprehensive Fetch.ai Innovation Lab examples, showcasing advanced use cases and detailed implementations beyond the main documentation.","uagents","1028","72","Python","","60","48968","2025-06-16T08:07:28Z","2026-06-12T19:49:09Z","2026-06-10T18:32:31Z","MIT","359","24","254","21.23"
"rokbenko/ai-playground","https://github.com/rokbenko/ai-playground","https://github.com/rokbenko/ai-playground.git","main","📽️ Code from tutorials presented on the ""Code AI with Rok"" YouTube channel","uagents","322","84","Python","anthropic,crewai,exa,fetchai,gemini,langchain,langgraph,langsmith,llamaindex,milvus,mistral,openai,pgvector,postgresql,snowflake,spacy,tavily,vertexai","3","157131","2023-11-07T09:32:52Z","2026-05-19T10:33:19Z","2026-04-23T13:48:54Z","MIT","898","3","682","22.78"
"Saurabh-0312/ECHONET","https://github.com/Saurabh-0312/ECHONET","https://github.com/Saurabh-0312/ECHONET.git","main","Echonet: A DePIN that rewards providers of validated, real-world sound data with on-chain crypto.","uagents","12","0","JavaScript","","0","64030","2025-09-26T15:44:08Z","2026-04-17T17:32:26Z","2025-11-11T14:31:45Z","","45","5","152","101.33"
"getpatchwork/patchwork","https://github.com/getpatchwork/patchwork","https://github.com/getpatchwork/patchwork.git","main","Patchwork is a web-based patch tracking system designed to facilitate the contribution and management of contributions to an open-source project.","patchwork","312","92","Python","","108","3863","2015-09-14T00:46:39Z","2026-06-10T12:13:42Z","2026-06-10T12:45:05Z","GPL-2.0","3922","92","2089","15.98"
"Tranquil-Flow/carnation-radio","https://github.com/Tranquil-Flow/carnation-radio","https://github.com/Tranquil-Flow/carnation-radio.git","main","Carnation is an experiment in decentralized and encrypted communication with a focus on music as transport vessel caring hidden messages. It empowers users to broadcast their voice and coordinate with others securely and privately all while safeguarding their anonymity. ","patchwork","12","2","Solidity","","3","69703","2024-05-25T21:11:19Z","2026-05-22T07:17:17Z","2026-05-22T07:24:54Z","","726","4","140","5.79"
"sola-st/RepairAgent","https://github.com/sola-st/RepairAgent","https://github.com/sola-st/RepairAgent.git","main","RepairAgent is an autonomous LLM-based agent for software repair. ","agent-protocol","100","33","Python","agent,ai4se,automated-program-repair,autonomous,llm-agent,llms","3","7025","2024-05-11T02:09:14Z","2026-06-08T07:35:44Z","2026-05-31T19:27:01Z","NOASSERTION","750","3","82","3.28"
"skynetcmd/m3-memory","https://github.com/skynetcmd/m3-memory","https://github.com/skynetcmd/m3-memory.git","main","Local-first Memory Framework for AI Agents · 99.2% LongMemEval-S retrieval @ k=10 · Supports Claude · Gemini · Antigravity · OpenCode · OpenClaw · Hermes · MCP-native and plugins · Hybrid search (FTS5 + vector + MMR) · GDPR · FIPS 140-3 ready · 100% local (fully offline) or cloud capable","agent-protocol","14","2","Python","agentic-memory,ai-agents,ai-memory,aider,claude-code,fips-140-3,gdpr,gemini,gemini-cli,homelab,local-llm,long-term-memory-llm,longmemeval,mcp,mcp-server,openclaw,privacy,rag,rag-memory,vector-search","1","12218","2026-02-26T04:56:40Z","2026-06-11T14:36:38Z","2026-06-11T14:32:06Z","Apache-2.0","105","2","717","204.86"
"av/harbor","https://github.com/av/harbor","https://github.com/av/harbor.git","main","Stop configuring your AI stack. Start using it. One command brings a complete pre-wired LLM stack with hundreds of services to explore.","npcpy","3072","206","Python","ai,automation,bash,cli,container,docker,docker-compose,homelab,llm,local,mcp,npm,package,pypi,safetensors,self-hosted,server,tool,tools","54","82496","2024-07-27T18:46:59Z","2026-06-13T22:35:30Z","2026-06-13T22:35:26Z","Apache-2.0","686","21","1317","57.59"
"a2aproject/a2a-samples","https://github.com/a2aproject/a2a-samples","https://github.com/a2aproject/a2a-samples.git","main","Samples using the Agent2Agent (A2A) Protocol","any-agent","1634","690","Jupyter Notebook","a2a,a2a-client,a2a-mcp,a2a-protocol,a2a-server,agents,generative-ai","258","31833","2025-05-27T19:04:59Z","2026-06-13T14:11:49Z","2026-06-12T22:08:42Z","Apache-2.0","381","109","345","27.17"
"mozilla-ai/agent-factory","https://github.com/mozilla-ai/agent-factory","https://github.com/mozilla-ai/agent-factory.git","main","Generate agents by simply describing your task in natural language","any-agent","91","11","Python","agent,agentic-ai,cli","33","5666","2025-05-16T10:58:22Z","2026-06-11T06:33:29Z","2025-10-20T15:54:56Z","Apache-2.0","157","15","222","42.42"
"mozilla-ai/surf-spot-finder","https://github.com/mozilla-ai/surf-spot-finder","https://github.com/mozilla-ai/surf-spot-finder.git","main","","any-agent","19","4","Python","","3","1401","2025-03-11T11:43:18Z","2026-05-21T03:58:01Z","2026-04-03T23:01:03Z","Apache-2.0","388","5","89","6.88"
"mozilla-ai/mcpd-sdk-python","https://github.com/mozilla-ai/mcpd-sdk-python","https://github.com/mozilla-ai/mcpd-sdk-python.git","main","Python SDK for mcpd","any-agent","23","7","Python","","1","400","2025-06-11T19:08:10Z","2026-04-14T20:20:09Z","2026-02-24T10:07:20Z","Apache-2.0","257","6","35","4.09"
"mozilla-ai/encoderfile","https://github.com/mozilla-ai/encoderfile","https://github.com/mozilla-ai/encoderfile.git","main","Distribute and run transformer encoders with a single file.","any-agent","111","17","Rust","edge-ai,embeddings,encoder,grpc,local-ai,nlp,onnx,onnx-runtime,python,rust,sentence-embeddings,text-classification","30","12055","2025-10-28T14:34:38Z","2026-06-11T13:53:20Z","2026-06-12T19:40:05Z","Apache-2.0","227","7","539","71.23"
"sagemath/sage","https://github.com/sagemath/sage","https://github.com/sagemath/sage.git","develop","Main repository of SageMath","sage","2427","891","Python","","5657","468275","2012-06-08T10:11:02Z","2026-06-13T16:40:16Z","2026-06-12T22:07:10Z","NOASSERTION","5117","1610","140252","822.27"
"microsoft/DeepGNN","https://github.com/microsoft/DeepGNN","https://github.com/microsoft/DeepGNN.git","main","DeepGNN is a framework for training machine learning models on large scale graph data.","sage","141","34","Python","","4","9101","2022-04-21T17:24:28Z","2026-06-08T21:32:56Z","2026-06-12T22:06:23Z","MIT","1513","12","303","6.01"
"dp-web4/SAGE","https://github.com/dp-web4/SAGE","https://github.com/dp-web4/SAGE.git","main","Cognition kernel for edge devices. Reached 94.85% on ARC-AGI-3 by structuring Claude Opus 4.6 (vs 0% baseline) — same model, different harness. 12-step consciousness loop, SNARC salience memory.","sage","21","5","Python","ai,autonomous,embodied-ai","1","3072896","2025-08-03T18:54:04Z","2026-06-13T22:59:10Z","2026-06-13T22:59:06Z","AGPL-3.0","314","10","5048","482.29"
"passagemath/passagemath","https://github.com/passagemath/passagemath","https://github.com/passagemath/passagemath.git","main","General purpose mathematical software system, compatible fork of https://github.com/sagemath/sage supporting modularized installation with pip. Main repository, containing Sage library (src/), modularized pip-installable packages (pkgs/), Sage distribution (build/). Source repo for most packages in https://pypi.org/org/passagemath/","sage","91","30","Python","computer-algebra-system,mathematics","212","418339","2024-10-14T04:19:39Z","2026-06-13T18:46:54Z","2026-06-13T20:15:53Z","NOASSERTION","607","1587","145079","7170.3"
"cangyeone/sage","https://github.com/cangyeone/sage","https://github.com/cangyeone/sage.git","main","SAGE is an earthquake science AI platform integrating natural language interaction, intelligent phase picking, statistical analysis, code generation and execution, GMT map drawing, and literature interpretation. ","sage","34","6","Python","","0","31384","2026-04-12T10:41:45Z","2026-06-11T11:40:46Z","2026-05-27T02:23:17Z","GPL-3.0","44","3","113","77.05"
"bauwenst/TkTkT","https://github.com/bauwenst/TkTkT","https://github.com/bauwenst/TkTkT.git","master","A collection of Pythonic subword tokenisers and text preprocessing tools.","sage","14","1","Python","","0","1335","2024-02-06T22:49:48Z","2026-06-08T13:34:15Z","2026-06-08T13:34:11Z","Apache-2.0","852","2","272","9.58"
